"2011","JH JH","1.4 litre, A14NET (LUJ) I4 16v DOHC VVT Turbo MPFI {103KW}","03/11~,01/15,4D,Sedan,FWD,AT/MT,[AUSTRALIA],"
"2011","JH JH","1.8 litre, F18D4 (2H0) I4 16v DOHC VVT MPFI {104KW}","11/11~,02/13,4D,Hatch,FWD,AT/MT,[AUSTRALIA],"
"2011","JH JH","1.8 litre, F18D4 (2H0) I4 16v DOHC VVT MPFI {104KW}","03/11~,02/13,4D,Sedan,FWD,AT/MT,[AUSTRALIA],"
"2011","JH JH","2.0 litre, DIESEL, Z20D1 I4 16v DOHC Turbo CRD {120KW}","11/11~,02/15,4D,Hatch,FWD,AT/MT,[AUSTRALIA],"
"2011","JH JH","2.0 litre, DIESEL, Z20D1 I4 16v DOHC Turbo CRD {120KW}","03/11~,01/15,4D,Sedan,FWD,AT/MT,[AUSTRALIA],"
"2010","JG JA69","1.8 litre, F18D4 (2H0) I4 16v DOHC VVT MPFI {104KW}","05/09~02/11,CD, CDX,4D,Sedan,FWD,AT,[SOUTH KOREA],"
"2010","JG JA69","2.0 litre, DIESEL, Z20S1 (LLW) I4 16v SOHC Turbo CRD {110KW}",""
"2010","JG JF69","1.8 litre, F18D4 (2H0) I4 16v DOHC VVT MPFI {104KW}","05/09~02/11,CD, CDX,4D,Sedan,FWD,MT,[SOUTH KOREA],"
"2010","JG JF69","2.0 litre, DIESEL, Z20S1 (LLW) I4 16v SOHC Turbo CRD {110KW}","05/09~02/11,CD,4D,Sedan,FWD,MT,[SOUTH KOREA],"
"2009","JG JA69","1.8 litre, F18D4 (2H0) I4 16v DOHC VVT MPFI {104KW}","05/09~02/11,CD, CDX,4D,Sedan,FWD,AT,[SOUTH KOREA],"
"2009","JG JA69","2.0 litre, DIESEL, Z20S1 (LLW) I4 16v SOHC Turbo CRD {110KW}","05/09~02/11,CD,4D,Sedan,FWD,AT,[SOUTH KOREA],"
"2009","JG JF69","1.8 litre, F18D4 (2H0) I4 16v DOHC VVT MPFI {104KW}","05/09~02/11,CD, CDX,4D,Sedan,FWD,MT,[SOUTH KOREA],"
"2009","JG JF69","2.0 litre, DIESEL, Z20S1 (LLW) I4 16v SOHC Turbo CRD {110KW}","05/09~02/11,CD,4D,Sedan,FWD,MT,[SOUTH KOREA],"
"2008","","",""
"2007","","",""
"2006","YG HY81S","1.5 litre, M15A I4 16v DOHC VVT MPFI {74KW}","06/02~06/06,4D,Hatch,AWD,AT/MT,[JAPAN],"
"2005","YG HY81S","1.5 litre, M15A I4 16v DOHC VVT MPFI {74KW}","06/02~06/06,4D,Hatch,AWD,AT/MT,[JAPAN],"
"2004","YG HY81S","1.5 litre, M15A I4 16v DOHC VVT MPFI {74KW}","06/02~06/06,4D,Hatch,AWD,AT/MT,[JAPAN],"
"2003","YG HY81S","1.5 litre, M15A I4 16v DOHC VVT MPFI {74KW}","06/02~06/06,4D,Hatch,AWD,AT/MT,[JAPAN],"
"2002","YG HY81S","1.5 litre, M15A I4 16v DOHC VVT MPFI {74KW}","06/02~06/06,4D,Hatch,AWD,AT/MT,[JAPAN],"
